label,message,Unnamed: 2,Unnamed: 3,Unnamed: 4,cleaned_message,message_length
0,Yeah I imagine he would be really gentle. Unlike the other docs who treat their patients like turkeys.,,,,yeah imagine would really gentle unlike docs treat patients like turkeys,102
0,Now that you have started dont stop. Just pray for more good ideas and anything i see that can help you guys i.ll forward you a link.,,,,started dont stop pray good ideas anything see help guys ill forward link,133
0,Hi darlin im on helens fone im gonna b up the princes 2 nite please come up tb love Kate,,,,hi darlin im helens fone im gonna b princes nite please come tb love kate,88
0,I'm in office now da:)where are you?,,,,im office dawhere,36
0,Aiyar u so poor thing... I give u my support k... Jia you! I'll think of u...,,,,aiyar u poor thing give u support k jia ill think u,77
0,Oh unintentionally not bad timing. Great. Fingers  the trains play along! Will give fifteen min warning.,,,,oh unintentionally bad timing great fingers trains play along give fifteen min warning,104
1,Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth å£33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk,,,,get garden ready summer free selection summer bulbs seeds worth å scotsman saturday stop go notxtcouk,156
0,K..then come wenever u lik to come and also tel vikky to come by getting free time..:-),,,,kthen come wenever u lik come also tel vikky come getting free time,87
0,Pls call me da. What happen.,,,,pls call da happen,28
0,"Happy new year to u and ur family...may this new year bring happiness , stability and tranquility to ur vibrant colourful life:):)",,,,happy new year u ur familymay new year bring happiness stability tranquility ur vibrant colourful life,130
0,No problem with the renewal. I.ll do it right away but i dont know his details.,,,,problem renewal ill right away dont know details,79
0,Idk. I'm sitting here in a stop and shop parking lot right now bawling my eyes out because i feel like i'm a failure in everything. Nobody wants me and now i feel like i'm failing you.,,,,idk im sitting stop shop parking lot right bawling eyes feel like im failure everything nobody wants feel like im failing,184
0,Haven't left yet so probably gonna be here til dinner,,,,havent left yet probably gonna til dinner,53
0,"Like  &lt;#&gt; , same question",,,,like ltgt question,31
0,MY NEW YEARS EVE WAS OK. I WENT TO A PARTY WITH MY BOYFRIEND. WHO IS THIS SI THEN HEY,,,,new years eve ok went party boyfriend si hey,85
0,"Sir, I need Velusamy sir's date of birth and company bank facilities details.",,,,sir need velusamy sirs date birth company bank facilities details,77
0,K k:) sms chat with me.,,,,k k sms chat,23
0,I will come with karnan car. Please wait till 6pm will directly goto doctor.,,,,come karnan car please wait till pm directly goto doctor,76
0,No but the bluray player can,,,,bluray player,28
0,Ok... Then r we meeting later?,,,,ok r meeting later,30
0,Lol no. I just need to cash in my nitros. Hurry come on before I crash out!,,,,lol need cash nitros hurry come crash,75
0,Just send a text. We'll skype later.,,,,send text well skype later,36
0,Ok leave no need to ask,,,,ok leave need ask,23
0,ÌÏ still got lessons?  ÌÏ in sch?,,,,ìï still got lessons ìï sch,33
0,Y she dun believe leh? I tot i told her it's true already. I thk she muz c us tog then she believe.,,,,dun believe leh tot told true already thk muz c us tog believe,99
0,Oh did you charge camera,,,,oh charge camera,24
0,"IÛ÷ve got some salt, you can rub it in my open wounds if you like!",,,,iûve got salt rub open wounds like,67
0,Now i'm going for lunch.,,,,im going lunch,24
0,I'm in school now n i'll be in da lab doing some stuff give me a call when Ì_ r done.,,,,im school n ill da lab stuff give call ì_ r done,85
0,"Aight, text me tonight and we'll see what's up",,,,aight text tonight well see whats,46
0,U 2.,,,,u,4
0,Water logging in desert. Geoenvironmental implications.,,,,water logging desert geoenvironmental implications,55
0,"Very strange.  and  are watching the 2nd one now but i'm in bed. Sweet dreams, miss u ",,,,strange watching nd one im bed sweet dreams miss u,86
1,SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now!,,,,sms auction brand new nokia auction today auction free join take part txt nokia,119
0,"Hi hope u r both ok, he said he would text and he hasn't, have u seen him, let me down gently please ",,,,hi hope u r ok said would text hasnt u seen let gently please,101
0,"Babe! I fucking love you too !! You know? Fuck it was so good to hear your voice. I so need that. I crave it. I can't get enough. I adore you, Ahmad *kisses*",,,,babe fucking love know fuck good hear voice need crave cant get enough adore ahmad kisses,157
0,K sure am in my relatives home. Sms me de. Pls:-),,,,k sure relatives home sms de pls,49
0,"Fuuuuck I need to stop sleepin, sup",,,,fuuuuck need stop sleepin sup,35
0,I'm in town now so i'll jus take mrt down later.,,,,im town ill jus take mrt later,48
0,I just cooked a rather nice salmon a la you,,,,cooked rather nice salmon la,43
0,I uploaded mine to Facebook,,,,uploaded mine facebook,27
0,WHAT TIME U WRKIN?,,,,time u wrkin,18
1,ree entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,,,,ree entry weekly comp chance win ipod txt pod get entry std txt rate tcs apply details,142
1,Our records indicate u maybe entitled to 5000 pounds in compensation for the Accident you had. To claim 4 free reply with CLAIM to this msg. 2 stop txt STOP,,,,records indicate u maybe entitled pounds compensation accident claim free reply claim msg stop txt stop,156
0,Oh oh... Den muz change plan liao... Go back have to yan jiu again...,,,,oh oh den muz change plan liao go back yan jiu,69
0,"It's wylie, you in tampa or sarasota?",,,,wylie tampa sarasota,37
0,Ok... Take ur time n enjoy ur dinner...,,,,ok take ur time n enjoy ur dinner,39
0,Darren was saying dat if u meeting da ge den we dun meet 4 dinner. Cos later u leave xy will feel awkward. Den u meet him 4 lunch lor.,,,,darren saying dat u meeting da ge den dun meet dinner cos later u leave xy feel awkward den u meet lunch lor,134
1,"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic ",,,,spook mob halloween collection logo pic message plus free eerie tone txt card spook zed p per logopic,150
0,I like cheap! But iÛ÷m happy to splash out on the wine if it makes you feel better..,,,,like cheap iûm happy splash wine makes feel better,85
0,She.s fine. I have had difficulties with her phone. It works with mine. Can you pls send her another friend request.,,,,shes fine difficulties phone works mine pls send another friend request,116
0,Ugh my leg hurts. Musta overdid it on mon.,,,,ugh leg hurts musta overdid mon,42
1,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access! www.telediscount.co.uk,,,,call germany pence per minute call fixed line via access number prepayment direct access wwwtelediscountcouk,151
0,WOT STUDENT DISCOUNT CAN U GET ON BOOKS?,,,,wot student discount u get books,40
0,How come she can get it? Should b quite diff to guess rite...,,,,come get b quite diff guess rite,61
1,Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTxt,,,,mobile mths update free oranges latest colour camera mobiles unlimited weekend calls call mobile upd freefone stoptxt,160
0,"Babe, I'm answering you, can't you see me ? Maybe you'd better reboot YM ... I got the photo ... It's great !",,,,babe im answering cant see maybe youd better reboot ym got photo great,109
0,Hi.what you think about match?,,,,hiwhat think match,30
0,"I know you are thinkin malaria. But relax, children cant handle malaria. She would have been worse and its gastroenteritis. If she takes enough to replace her loss her temp will reduce. And if you give her malaria meds now she will just vomit. Its a self limiting illness she has which means in a few days it will completely stop",,,,know thinkin malaria relax children cant handle malaria would worse gastroenteritis takes enough replace loss temp reduce give malaria meds vomit self limiting illness means days completely stop,329
0,Dai i downloaded but there is only exe file which i can only run that exe after installing.,,,,dai downloaded exe file run exe installing,91
0,It is only yesterday true true.,,,,yesterday true true,31
0,K.k.how is your business now?,,,,kkhow business,29
0,3 pa but not selected.,,,,pa selected,22
0,Well thats nice. Too bad i cant eat it,,,,well thats nice bad cant eat,38
0,I accidentally brought em home in the box,,,,accidentally brought em home box,41
0,Pls she needs to dat slowly or she will vomit more.,,,,pls needs dat slowly vomit,51
0,I have to take exam with in march 3,,,,take exam march,35
0,"Jane babes not goin 2 wrk, feel ill after lst nite. Foned in already cover 4 me chuck.:-)",,,,jane babes goin wrk feel ill lst nite foned already cover chuck,89
0,5 nights...We nt staying at port step liao...Too ex,,,,nightswe nt staying port step liaotoo ex,51
0,If I die I want u to have all my stuffs.,,,,die want u stuffs,40
0,"\OH FUCK. JUSWOKE UP IN A BED ON A BOATIN THE DOCKS. SLEPT WID 25 YEAR OLD. SPINOUT! GIV U DA GOSSIP L8R. XXX\""""",,,,oh fuck juswoke bed boatin docks slept wid year old spinout giv u da gossip lr xxx,112
0,I re-met alex nichols from middle school and it turns out he's dealing!,,,,remet alex nichols middle school turns hes dealing,71
1,PRIVATE! Your 2003 Account Statement for <fone no> shows 800 un-redeemed S. I. M. points. Call 08715203656 Identifier Code: 42049 Expires 26/10/04,,,,private account statement fone shows unredeemed points call identifier code expires,146
0,It means u could not keep ur words.,,,,means u could keep ur words,35
0,"Nope, I'm still in the market",,,,nope im still market,29
0,I realise you are a busy guy and i'm trying not to be a bother. I have to get some exams outta the way and then try the cars. Do have a gr8 day,,,,realise busy guy im trying bother get exams outta way try cars gr day,143
0,Hey what how about your project. Started aha da.,,,,hey project started aha da,48
0,Ok cool. See ya then.,,,,ok cool see ya,21
0,Am on the uworld site. Am i buying the qbank only or am i buying it with the self assessment also?,,,,uworld site buying qbank buying self assessment also,98
1,Someonone you know is trying to contact you via our dating service! To find out who it could be call from your mobile or landline 09064015307 BOX334SK38ch ,,,,someonone know trying contact via dating service find could call mobile landline boxskch,155
0,Yeah I can still give you a ride,,,,yeah still give ride,32
0,"Jay wants to work out first, how's 4 sound?",,,,jay wants work first hows sound,43
0,"Gud gud..k, chikku tke care.. sleep well gud nyt",,,,gud gudk chikku tke care sleep well gud nyt,48
0,Hmm thinking lor...,,,,hmm thinking lor,19
0,Of course ! Don't tease me ... You know I simply must see ! *grins* ... Do keep me posted my prey ... *loving smile* *devouring kiss*,,,,course dont tease know simply must see grins keep posted prey loving smile devouring kiss,133
0,thanks for the temales it was wonderful. Thank. Have a great week.,,,,thanks temales wonderful thank great week,66
0,Thank you princess! I want to see your nice juicy booty...,,,,thank princess want see nice juicy booty,58
0,Haven't eaten all day. I'm sitting here staring at this juicy pizza and I can't eat it. These meds are ruining my life.,,,,havent eaten day im sitting staring juicy pizza cant eat meds ruining life,119
0,U come n search tat vid..not finishd..,,,,u come n search tat vidnot finishd,38
0,"K I'm leaving soon, be there a little after 9",,,,k im leaving soon little,45
1,Urgent! Please call 09061213237 from a landline. å£5000 cash or a 4* holiday await collection. T &Cs SAE PO Box 177 M227XY. 16+,,,,urgent please call landline å cash holiday await collection cs sae po box mxy,127
0,"Yeah work is fine, started last week, all the same stuff as before, dull but easy and guys are fun!",,,,yeah work fine started last week stuff dull easy guys fun,99
0,You do your studies alone without anyones help. If you cant no need to study.,,,,studies alone without anyones help cant need study,77
0,Please tell me not all of my car keys are in your purse,,,,please tell car keys purse,55
0,I didnt get anything da,,,,didnt get anything da,23
0,Ok... Sweet dreams...,,,,ok sweet dreams,21
0,Well she's in for a big surprise!,,,,well shes big surprise,33
0,1 in cbe. 2 in chennai.,,,,cbe chennai,23
0,Can help u swoop by picking u up from wherever ur other birds r meeting if u want.,,,,help u swoop picking u wherever ur birds r meeting u want,82
0,If anyone calls for a treadmill say you'll buy it. Make sure its working. I found an ad on Craigslist selling for $ &lt;#&gt; .,,,,anyone calls treadmill say youll buy make sure working found ad craigslist selling ltgt,127
0,I absolutely LOVE South Park! I only recently started watching the office.,,,,absolutely love south park recently started watching office,74
0,Did you see that film:),,,,see film,23
0,Pls speak with me. I wont ask anything other then you friendship.,,,,pls speak wont ask anything friendship,65
0,Gud ni8.swt drms.take care,,,,gud niswt drmstake care,26
0,HI DARLIN ITS KATE ARE U UP FOR DOIN SOMETHIN TONIGHT? IM GOING TO A PUB CALLED THE SWAN OR SOMETHING WITH MY PARENTS FOR ONE DRINK SO PHONE ME IF U CAN,,,,hi darlin kate u doin somethin tonight im going pub called swan something parents one drink phone u,152
0,Anything lar then Ì_ not going home 4 dinner?,,,,anything lar ì_ going home dinner,45
0,\ER," ENJOYIN INDIANS AT THE MO..yeP. SaLL gOoD HehE ;> hows bout u shexy? Pete Xx\""""",,,er,3
1,"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy ",,,,dont prize go another customer tc wwwtcbiz pmin polo ltd suite london wj hl please call back busy,145
0,Did u fix the teeth?if not do it asap.ok take care.,,,,u fix teethif asapok take care,51
0,So u wan 2 come for our dinner tonight a not?,,,,u wan come dinner tonight,45
0,"Hello.How u doing?What u been up 2?When will u b moving out of the flat, cos I will need to arrange to pick up the lamp, etc. Take care. Hello caroline!",,,,hellohow u doingwhat u u b moving flat cos need arrange pick lamp etc take care hello caroline,152
0,Its too late:)but its k.wish you the same.,,,,latebut kwish,42
0,"Hi. Hope ur day * good! Back from walk, table booked for half eight. Let me know when ur coming over.",,,,hi hope ur day good back walk table booked half eight let know ur coming,101
0,Oh yeah clearly it's my fault,,,,oh yeah clearly fault,29
0,Dunno leh cant remember mayb lor. So wat time r we meeting tmr?,,,,dunno leh cant remember mayb lor wat time r meeting tmr,63
0,"Best msg: It's hard to be with a person, when u know that one more step foward will make u fall in love.. &amp; One step back can ruin ur friendship.. good night:-) ...",,,,best msg hard person u know one step foward make u fall love amp one step back ruin ur friendship good night,168
1,URGENT! Your Mobile number has been awarded with a å£2000 prize GUARANTEED. Call 09061790126 from land line. Claim 3030. Valid 12hrs only 150ppm,,,,urgent mobile number awarded å prize guaranteed call land line claim valid hrs ppm,144
0,"Vikky, come around  &lt;TIME&gt; ..",,,,vikky come around lttimegt,35
0,"And how you will do that, princess? :)",,,,princess,38
0,I have gone into get info bt dont know what to do,,,,gone get info bt dont know,49
0,"Yeah, probably here for a while",,,,yeah probably,31
0,I'm still pretty weak today .. Bad day ?,,,,im still pretty weak today bad day,40
0,Hey ! Don't forget ... You are MINE ... For ME ... My possession ... MY property ... MMM ... *childish smile* ...,,,,hey dont forget mine possession property mmm childish smile,113
0,An excellent thought by a misundrstud frnd: I knw u hate me bt the day wen u'll knw the truth u'll hate urself:-( Gn:-),,,,excellent thought misundrstud frnd knw u hate bt day wen ull knw truth ull hate urself gn,119
0,Hey! Congrats 2u2. id luv 2 but ive had 2 go home!,,,,hey congrats u id luv ive go home,50
0,Dear where you. Call me,,,,dear call,23
0,Xy trying smth now. U eat already? We havent...,,,,xy trying smth u eat already havent,47
1,Urgent! Please call 09061213237 from landline. å£5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE PO Box 177. M227XY. 150ppm. 16+,,,,urgent please call landline å cash luxury canary islands holiday await collection tcs sae po box mxy ppm,155
0,I donno its in your genes or something,,,,donno genes something,38
1,XMAS iscoming & ur awarded either å£500 CD gift vouchers & free entry 2 r å£100 weekly draw txt MUSIC to 87066 TnC www.Ldew.com1win150ppmx3age16subscription ,,,,xmas iscoming ur awarded either å cd gift vouchers free entry r å weekly draw txt music tnc wwwldewcomwinppmxagesubscription,157
0,Alex says he's not ok with you not being ok with it,,,,alex says hes ok ok,51
0,Are u coming to the funeral home,,,,u coming funeral home,32
0,My darling sister. How are you doing. When's school resuming. Is there a minimum wait period before you reapply? Do take care,,,,darling sister whens school resuming minimum wait period reapply take care,125
0,I.ll hand her my phone to chat wit u,,,,ill hand phone chat wit u,36
0,Well good morning mr . Hows london treatin' ya treacle?,,,,well good morning mr hows london treatin ya treacle,55
0,I can't make it tonight,,,,cant make tonight,23
0,About  &lt;#&gt; bucks. The banks fees are fixed. Better to call the bank and find out.,,,,ltgt bucks banks fees fixed better call bank find,87
0,"I can. But it will tell quite long, cos i haven't finish my film yet...",,,,tell quite long cos havent finish film yet,71
0,Pls ask macho how much is budget for bb bold 2 is cos i saw a new one for  &lt;#&gt;  dollars.,,,,pls ask macho much budget bb bold cos saw new one ltgt dollars,94
0,"\Hi missed your Call and my mumHas beendropping red wine all over theplace! what is your adress?\""""",,,,hi missed call mumhas beendropping red wine theplace adress,99
0,Ill be at yours in about 3 mins but look out for me,,,,ill mins look,51
0,What you did in  leave.,,,,leave,23
0,I'm coming back on Thursday. Yay. Is it gonna be ok to get the money. Cheers. Oh yeah and how are you. Everything alright. Hows school. Or do you call it work now,,,,im coming back thursday yay gonna ok get money cheers oh yeah everything alright hows school call work,162
0,"Jolly good! By the way,  will give u tickets for sat eve 7.30. Speak before then x",,,,jolly good way give u tickets sat eve speak x,82
0,"yeah, that's what I was thinking",,,,yeah thats thinking,32
0,K.k:)i'm going to tirunelvali this week to see my uncle ..i already spend the amount by taking dress .so only i want money.i will give it on feb 1,,,,kkim going tirunelvali week see uncle already spend amount taking dress want moneyi give feb,146
0,Here got ur favorite oyster... N got my favorite sashimi... Ok lar i dun say already... Wait ur stomach start rumbling...,,,,got ur favorite oyster n got favorite sashimi ok lar dun say already wait ur stomach start rumbling,121
0,My sister going to earn more than me da.,,,,sister going earn da,40
0,Jus finish watching tv... U?,,,,jus finish watching tv u,28
0,"K, fyi I'm back in my parents' place in south tampa so I might need to do the deal somewhere else",,,,k fyi im back parents place south tampa might need deal somewhere else,97
0,"Good morning, my Love ... I go to sleep now and wish you a great day full of feeling better and opportunity ... You are my last thought babe, I LOVE YOU *kiss*",,,,good morning love go sleep wish great day full feeling better opportunity last thought babe love kiss,159
0,Kothi print out marandratha.,,,,kothi print marandratha,28
0,But we havent got da topic yet rite?,,,,havent got da topic yet rite,36
0,Ok no problem... Yup i'm going to sch at 4 if i rem correctly...,,,,ok problem yup im going sch rem correctly,64
0,"Thanks, I'll keep that in mind",,,,thanks ill keep mind,30
0,Aah bless! How's your arm?,,,,aah bless hows arm,26
0,"Dear Sir,Salam Alaikkum.Pride and Pleasure meeting you today at the Tea Shop.We are pleased to send you our contact number at Qatar.Rakhesh an Indian.Pls save our Number.Respectful Regards.",,,,dear sirsalam alaikkumpride pleasure meeting today tea shopwe pleased send contact number qatarrakhesh indianpls save numberrespectful regards,189
0,"Gal n boy walking in d park. gal-can i hold ur hand? boy-y? do u think i would run away? gal-no, jst wana c how it feels walking in heaven with an prince..GN:-)",,,,gal n boy walking park galcan hold ur hand boyy u think would run away galno jst wana c feels walking heaven princegn,160
0,What makes you most happy?,,,,makes happy,26
0,Wishing you a wonderful week.,,,,wishing wonderful week,29
0,Sweet heart how are you?,,,,sweet heart,24
0,"Sir, waiting for your letter.",,,,sir waiting letter,29
0,Dude im no longer a pisces. Im an aquarius now.,,,,dude im longer pisces im aquarius,47
0,X course it 2yrs. Just so her messages on messenger lik you r sending me,,,,x course yrs messages messenger lik r sending,72
0,I think steyn surely get one wicket:),,,,think steyn surely get one wicket,37
0,"Neither [in sterm voice] - i'm studying. All fine with me! Not sure the  thing will be resolved, tho. Anyway. Have a fab hols",,,,neither sterm voice im studying fine sure thing resolved tho anyway fab hols,125
0,"Garbage bags, eggs, jam, bread, hannaford wheat chex",,,,garbage bags eggs jam bread hannaford wheat chex,52
0,No. It's not pride. I'm almost  &lt;#&gt;  years old and shouldn't be takin money from my kid. You're not supposed to have to deal with this stuff. This is grownup stuff--why i don't tell you.,,,,pride im almost ltgt years old shouldnt takin money kid youre supposed deal stuff grownup stuffwhy dont tell,192
0,Sounds better than my evening im just doing my costume. Im not sure what time i finish tomorrow but i will txt you at the end.,,,,sounds better evening im costume im sure time finish tomorrow txt end,126
0,My birthday is on feb  &lt;#&gt;  da. .,,,,birthday feb ltgt da,39
0,So when do you wanna gym?,,,,wanna gym,25
0,You'd like that wouldn't you? Jerk!,,,,youd like wouldnt jerk,35
0,Are u awake? Is there snow there?,,,,u awake snow,33
0,And of course you should make a stink!,,,,course make stink,38
1,"u r subscribed 2 TEXTCOMP 250 wkly comp. 1st wk?s free question follows, subsequent wks charged@150p/msg.2 unsubscribe txt STOP 2 84128,custcare 08712405020",,,,u r subscribed textcomp wkly comp st wks free question follows subsequent wks chargedpmsg unsubscribe txt stop custcare,156
0,No go. No openings for that room 'til after thanksgiving without an upcharge.,,,,go openings room til thanksgiving without upcharge,77
0,When you guys planning on coming over?,,,,guys planning coming,38
0,Wat Ì_ doing now?,,,,wat ì_,17
0,No sir. That's why i had an 8-hr trip on the bus last week. Have another audition next wednesday but i think i might drive this time.,,,,sir thats hr trip bus last week another audition next wednesday think might drive time,133
0,Do I? I thought I put it back in the box,,,,thought put back box,40
0,I'm home...,,,,im home,11
0,No one interested. May be some business plan.,,,,one interested may business plan,45
0,Yup it's at paragon... I havent decided whether 2 cut yet... Hee...,,,,yup paragon havent decided whether cut yet hee,67
0,Good morning princess! Have a great day!,,,,good morning princess great day,40
0,Guai... ÌÏ shd haf seen him when he's naughty... ÌÏ so free today? Can go jogging...,,,,guai ìï shd haf seen hes naughty ìï free today go jogging,84
0,Aiyo cos i sms Ì_ then Ì_ neva reply so i wait 4 Ì_ to reply lar. I tot Ì_ havent finish ur lab wat.,,,,aiyo cos sms ì_ ì_ neva reply wait ì_ reply lar tot ì_ havent finish ur lab wat,100
0,"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, Being 'SIMPLE' is very difficult...;-) :-)",,,,living simple loving also simple laughing simple winning tooo simple simple difficult,145
0,Tell me something. Thats okay.,,,,tell something thats okay,30
0,Hmm. Shall i bring a bottle of wine to keep us amused? Just joking! I'll still bring a bottle. Red or white? See you tomorrow,,,,hmm shall bring bottle wine keep us amused joking ill still bring bottle red white see tomorrow,125
0,This is ur face test ( 1 2 3 4 5 6 7 8 9  &lt;#&gt;  ) select any number i will tell ur face astrology.... am waiting. quick reply...,,,,ur face test ltgt select number tell ur face astrology waiting quick reply,133
0,"Hey, iouri gave me your number, I'm wylie, ryan's friend",,,,hey iouri gave number im wylie ryans friend,56
0,Yep get with the program. You're slacking.,,,,yep get program youre slacking,42
0,I'm in inside office..still filling forms.don know when they leave me.,,,,im inside officestill filling formsdon know leave,70
0,"I think your mentor is , but not 100 percent sure.",,,,think mentor percent sure,50
1,Call 09095350301 and send our girls into erotic ecstacy. Just 60p/min. To stop texts call 08712460324 (nat rate),,,,call send girls erotic ecstacy pmin stop texts call nat rate,112
1,A å£400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a å£400 reward. Just call 09066380611,,,,å xmas reward waiting computer randomly picked loyal mobile customers receive å reward call,157
0,Just trying to figure out when I'm suppose to see a couple different people this week. We said we'd get together but I didn't set dates,,,,trying figure im suppose see couple different people week said wed get together didnt set dates,135
1,IMPORTANT MESSAGE. This is a final contact attempt. You have important messages waiting out our customer claims dept. Expires 13/4/04. Call 08717507382 NOW!,,,,important message final contact attempt important messages waiting customer claims dept expires call,156
0,Hi mom we might be back later than  &lt;#&gt; ,,,,hi mom might back later ltgt,46
1,dating:i have had two of these. Only started after i sent a text to talk sport radio last week. Any connection do you think or coincidence?,,,,datingi two started sent text talk sport radio last week connection think coincidence,139
0,"Lol, oh you got a friend for the dog ?",,,,lol oh got friend dog,38
0,"Ok., is any problem to u frm him? Wats matter?",,,,ok problem u frm wats matter,46
0,"K I'll head out in a few mins, see you there",,,,k ill head mins see,44
0,I don't want you to leave. But i'm barely doing what i can to stay sane. fighting with you constantly isn't helping.,,,,dont want leave im barely stay sane fighting constantly isnt helping,116
1,The current leading bid is 151. To pause this auction send OUT. Customer Care: 08718726270,,,,current leading bid pause auction send customer care,90
1,"Free entry to the gr8prizes wkly comp 4 a chance to win the latest Nokia 8800, PSP or å£250 cash every wk.TXT GREAT to 80878 http//www.gr8prizes.com 08715705022",,,,free entry grprizes wkly comp chance win latest nokia psp å cash every wktxt great httpwwwgrprizescom,160
0,Somebody set up a website where you can play hold em using eve online spacebucks,,,,somebody set website play hold em using eve online spacebucks,80
0,Its sunny in california. The weather's just cool,,,,sunny california weathers cool,48
1,You have 1 new message. Call 0207-083-6089,,,,new message call,42
0,"I can make it up there, squeezed  &lt;#&gt;  bucks out of my dad",,,,make squeezed ltgt bucks dad,64
0,Good day to You too.Pray for me.Remove the teeth as its painful maintaining other stuff.,,,,good day toopray meremove teeth painful maintaining stuff,88
0,How are you babes. Hope your doing ok. I had a shit nights sleep. I fell asleep at 5.IåÕm knackered and iåÕm dreading work tonight. What are thou upto tonight. X,,,,babes hope ok shit nights sleep fell asleep iåõm knackered iåõm dreading work tonight thou upto tonight x,161
0,How do friends help us in problems? They give the most stupid suggestion that Lands us into another problem and helps us forgt the previous problem,,,,friends help us problems give stupid suggestion lands us another problem helps us forgt previous problem,147
0,I will be gentle baby! Soon you will be taking all  &lt;#&gt;  inches deep inside your tight pussy...,,,,gentle baby soon taking ltgt inches deep inside tight pussy,101
0,NOT MUCH NO FIGHTS. IT WAS A GOOD NITE!!,,,,much fights good nite,40
0,Nt joking seriously i told,,,,nt joking seriously told,26
0,Watching ajith film ah?,,,,watching ajith film ah,23
0,Ooooooh I forgot to tell u I can get on yoville on my phone,,,,ooooooh forgot tell u get yoville phone,59
0,"All done, all handed in. Don't know if mega shop in asda counts as celebration but thats what i'm doing!",,,,done handed dont know mega shop asda counts celebration thats im,104
0,I dont know exactly could you ask chechi.,,,,dont know exactly could ask chechi,41
0,Dunno lei shd b driving lor cos i go sch 1 hr oni.,,,,dunno lei shd b driving lor cos go sch hr oni,50
0,As in i want custom officer discount oh.,,,,want custom officer discount oh,40
0,That's necessarily respectful,,,,thats necessarily respectful,29
0,Hi. Hope you had a good day. Have a better night.,,,,hi hope good day better night,49
0,And he's apparently bffs with carly quick now,,,,hes apparently bffs carly quick,45
0,HARD BUT TRUE: How much you show &amp;  express your love to someone....that much it will hurt when they leave you or you get seperated...!ö´Ó_??Û¬ud evening...,,,,hard true much show amp express love someonethat much hurt leave get seperatedöó_ûud evening,163
0,Babes I think I got ur brolly I left it in English wil bring it in 2mrw 4 u luv Franxx,,,,babes think got ur brolly left english wil bring mrw u luv franxx,86
0,Hi babe its me thanks for coming even though it didnt go that well!i just wanted my bed! Hope to see you soon love and kisses xxx,,,,hi babe thanks coming even though didnt go welli wanted bed hope see soon love kisses xxx,129
0,So gd got free ice cream... I oso wan...,,,,gd got free ice cream oso wan,40
0,Pls give her prometazine syrup. 5mls then  &lt;#&gt; mins later feed.,,,,pls give prometazine syrup mls ltgt mins later feed,69
0,So how many days since then?,,,,many days since,28
0,Dear are you angry i was busy dear,,,,dear angry busy dear,34
0,Yup he msg me: is tat yijue? Then i tot it's my group mate cos we meeting today mah... I'm askin if Ì_ leaving earlier or wat mah cos mayb Ì_ haf to walk v far...,,,,yup msg tat yijue tot group mate cos meeting today mah im askin ì_ leaving earlier wat mah cos mayb ì_ haf walk v far,162
0,... Are you in the pub?,,,,pub,23
0,There is a first time for everything :),,,,first time everything,39
0,"Daddy, shu shu is looking 4 u... U wan me 2 tell him u're not in singapore or wat?",,,,daddy shu shu looking u u wan tell ure singapore wat,82
0,I ask if u meeting da ge tmr nite...,,,,ask u meeting da ge tmr nite,36
0,Gr8. So how do you handle the victoria island traffic. Plus when's the album due,,,,gr handle victoria island traffic plus whens album due,80
0,Nite nite pocay wocay luv u more than n e thing 4eva I promise ring u 2morrowxxxx,,,,nite nite pocay wocay luv u n e thing eva promise ring u morrowxxxx,81
0,East coast,,,,east coast,10
0,You should get more chicken broth if you want ramen unless there's some I don't know about,,,,get chicken broth want ramen unless theres dont know,90
0,My slave! I want you to take 2 or 3 pictures of yourself today in bright light on your cell phone! Bright light!,,,,slave want take pictures today bright light cell phone bright light,112
0,Nope. I just forgot. Will show next week,,,,nope forgot show next week,40
0,So how are you really. What are you up to. How's the masters. And so on.,,,,really hows masters,72
0,I'm at bruce &amp; fowler now but I'm in my mom's car so I can't park (long story),,,,im bruce amp fowler im moms car cant park long story,82
0,I dont know oh. Hopefully this month.,,,,dont know oh hopefully month,37
0,"Hi elaine, is today's meeting confirmed?",,,,hi elaine todays meeting confirmed,40
0,Ok k..sry i knw 2 siva..tats y i askd..,,,,ok ksry knw sivatats askd,39
0,U horrible gal... U knew dat i was going out wif him yest n u still come n ask me...,,,,u horrible gal u knew dat going wif yest n u still come n ask,84
